word,jyutping,occured,ratio
方向,fong1hoeng3,1,8.33493E-06
息,sik1,1,8.33493E-06
光豬,gwong1zyu1,3,2.50048E-05
壯士,zong3si6,7,5.83445E-05
仆,puk1,1,8.33493E-06
仆去,puk1heoi3,1,8.33493E-06
期待,kei4doi6,1,8.33493E-06
口碑,hau2bei1,2,1.66699E-05
恐防,hung2fong4,1,8.33493E-06
壞蛋,waai6daan2,1,8.33493E-06
四點,sei3dim2,2,1.66699E-05
嘉禾,gaa1wo4,1,8.33493E-06
港,gong2,1,8.33493E-06
字頭,zi6tau4,1,8.33493E-06
廣東道,gwong2dung1dou6,1,8.33493E-06
叉開,caa1hoi1,1,8.33493E-06
燒臘,siu1laap6,2,1.66699E-05
麵線,min6sin3,1,8.33493E-06
非常之,fei1soeng4zi1,1,8.33493E-06
利害,lei6hoi6,1,8.33493E-06
酸辣,syun1laat6,3,2.50048E-05
米線,mai5sin3,5,4.16747E-05
配,pui3,1,8.33493E-06
魚蛋,jyu4daan2,2,1.66699E-05
牛丸,ngau4jyun2,1,8.33493E-06
檔,dong3,1,8.33493E-06
鵝脾,ngo4bei2,1,8.33493E-06
鵝,ngo2,1,8.33493E-06
豎起,syu6hei2,1,8.33493E-06
直豎,zik6syu6,1,8.33493E-06
拇指,mou5zi2,1,8.33493E-06
兩成,loeng5sing4,4,3.33397E-05
入場,jap6coeng4,2,1.66699E-05
八成,baat3sing4,5,4.16747E-05
劉,lau4,2,1.66699E-05
青雲,cing1wan4,2,1.66699E-05
洋人,joeng4jan4,5,4.16747E-05
賊,caak2,2,1.66699E-05
仍然,jing4jin4,4,3.33397E-05
叫聲,giu3seng1,1,8.33493E-06
所謂,so2wai6,1,8.33493E-06
俚語,lei5jyu5,1,8.33493E-06
西洋,sai1joeng4,1,8.33493E-06
變成,bin3sing4,1,8.33493E-06
港產式,gong2caan2sik1,1,8.33493E-06
剝光豬,mok1gwong1zyu1,2,1.66699E-05
全裸,cyun4lo2,5,4.16747E-05
噉解,gam2gaai2,1,8.33493E-06
切合,cit3hap6,1,8.33493E-06
戲名,hei3meng2,1,8.33493E-06
相當,soeng1dong1,4,3.33397E-05
過去,gwo3heoi3,2,1.66699E-05
美,mei5,4,3.33397E-05
式,sik1,6,5.00096E-05
比重,bei2cung5,1,8.33493E-06
英,jing1,3,2.50048E-05
殖民地,zik6man4dei6,1,8.33493E-06
喜劇,hei2kek6,4,3.33397E-05
荷李活,ho4lei5wut6,2,1.66699E-05
幽默,jau1mak6,1,8.33493E-06
對白,deoi3baak6,2,1.66699E-05
竅妙,hiu5miu6,1,8.33493E-06
爆笑位,baau3siu3wai2,1,8.33493E-06
典故,din2gu3,1,8.33493E-06
檯波,toi2bo1,1,8.33493E-06
快鏡,faai3geng3,1,8.33493E-06
三成,saam1sing4,1,8.33493E-06
打油詩,daa2jau4si1,1,8.33493E-06
老人家,lou5jan4gaa1,3,2.50048E-05
無喇喇,mou4laa1laa1,3,2.50048E-05
糟質,zou1zat1,1,8.33493E-06
細龜,sai3gwai1,3,2.50048E-05
○,zeu6,1,8.33493E-06
陰公,jam1gung1,4,3.33397E-05
阿雄仔,aa3hung4zai2,1,8.33493E-06
一模一樣,jat1mou4jat1joeng6,2,1.66699E-05
地,dei6,4,3.33397E-05
成本,sing4bun2,4,3.33397E-05
能夠,nang4gau3,10,8.33493E-05
奧斯卡,ou3si1kaa1,2,1.66699E-05
題名,tai4ming4,1,8.33493E-06
影片,jing2pin2,3,2.50048E-05
唔只,m4zi2,1,8.33493E-06
獎項,zoeng2hong6,3,2.50048E-05
民意,man4ji3,2,1.66699E-05
投票,tau4piu3,1,8.33493E-06
喜歡,hei2fun1,1,8.33493E-06
創意,cong3ji3,8,6.66794E-05
編劇,pin1kek6,2,1.66699E-05
論,leon6,1,8.33493E-06
節奏,zit3zau3,1,8.33493E-06
笑話,siu3waa2,1,8.33493E-06
小品,siu2ban2,2,1.66699E-05
意識,ji3sik1,3,2.50048E-05
錫周三,sek6zau1saam1,1,8.33493E-06
錫菲聯,sek6fei1lyun4,1,8.33493E-06
鋼鐵,gong3tit3,2,1.66699E-05
工廠,gung1cong2,1,8.33493E-06
爛爛溶溶,laan6laan6jung4jung4,1,8.33493E-06
開場,hoi1coeng4,2,1.66699E-05
輝煌,fai1wong4,1,8.33493E-06
當其時,dong1kei4si4,1,8.33493E-06
港幣,gong2bai6,2,1.66699E-05
迷幻,mai4waan6,1,8.33493E-06
列車,lit6ce1,1,8.33493E-06
毓民,juk1man4,5,4.16747E-05
行,hong2,3,2.50048E-05
細細粒粒,sai3sai3lap1lap1,1,8.33493E-06
阿郎,aa3long4,1,8.33493E-06
橋,kiu2,8,6.66794E-05
前妻,cin4cai1,1,8.33493E-06
撫養權,fu2joeng5kyun4,1,8.33493E-06
蝕底,sik6dai2,1,8.33493E-06
法庭,faat3ting4,1,8.33493E-06
法官,faat3gun1,2,1.66699E-05
妻子,cai1zi2,1,8.33493E-06
同情,tung4cing4,1,8.33493E-06
醜,cau2,1,8.33493E-06
慢慢,maan6maan2,1,8.33493E-06
認同,jing6tung4,1,8.33493E-06
管工,gun2gung1,1,8.33493E-06
典型,din2jing4,1,8.33493E-06
呔,taai1,1,8.33493E-06
西裝,sai1zong1,4,3.33397E-05
乾濕褸,gon1sap1lau1,1,8.33493E-06
信用咭,seon3jung6kaat1,1,8.33493E-06
經濟,ging1zai3,3,2.50048E-05
危機,ngai4gei1,6,5.00096E-05
中年,zung1nin4,3,2.50048E-05
加入,gaa1jap6,4,3.33397E-05
恐懼,hung2geoi6,1,8.33493E-06
太太,taai3taai2,5,4.16747E-05
婚姻,fan1jan1,2,1.66699E-05
黑人,haak1jan4,1,8.33493E-06
鬍鬚,wu4sou1,1,8.33493E-06
爵士舞,zoek3si6mou5,1,8.33493E-06
骨頭,gwat1tau4,1,8.33493E-06
硬,ngaang6,1,8.33493E-06
拗,aau2,1,8.33493E-06
柴,caai4,1,8.33493E-06
千其,cin1kei4,1,8.33493E-06
拗柴,ngaau2caai4,2,1.66699E-05
死火,sei2fo2,1,8.33493E-06
𨃩低,sin3dai1,1,8.33493E-06
擘,maak3,1,8.33493E-06
一字馬,jat1zi6maa5,1,8.33493E-06
扶,fu4,1,8.33493E-06
舞,mou5,3,2.50048E-05
骨感,gwat1gam2,2,1.66699E-05
肌肉型,gei1juk6jing4,1,8.33493E-06
雄偉,hung4wai5,1,8.33493E-06
目定口呆,muk6ding6hau2ngoi4,1,8.33493E-06
全場,cyun4coeng4,1,8.33493E-06
封面,fung1min2,2,1.66699E-05
幅,fuk1,2,1.66699E-05
裙腳仔,kwan4goek3zai2,2,1.66699E-05
患,waan6,1,8.33493E-06
重病,cung5beng6,1,8.33493E-06
內向,noi6hoeng3,1,8.33493E-06
邂逅,haai5hau6,1,8.33493E-06
成為,sing4wai4,5,4.16747E-05
沿途,jyun4tou4,5,4.16747E-05
略,loek6,1,8.33493E-06
質感,zat1gam2,1,8.33493E-06
共鳴,gung6ming4,1,8.33493E-06
生活,sang1wut6,2,1.66699E-05
婦權,fu5kyun4,1,8.33493E-06
女權,neoi5kyun4,1,8.33493E-06
當道,dong1dou6,1,8.33493E-06
蓬勃,fung4but6,2,1.66699E-05
艷舞,jim6mou5,9,7.50144E-05
鎊,bong6,1,8.33493E-06
忽萌奇想,fat1mang4kei4soeng2,1,8.33493E-06
後尾,hau1mei1,5,4.16747E-05
障礙,zoeng3ngoi6,3,2.50048E-05
衝破,cung1po3,1,8.33493E-06
特點,dak6dim2,1,8.33493E-06
出位,ceot1wai2,1,8.33493E-06
赤裸裸,cek3lo2lo2,1,8.33493E-06
九唔搭八,gau2m4daap3baat3,1,8.33493E-06
導演,dou6jin2,3,2.50048E-05
拍法,paak3faat3,1,8.33493E-06
猛龍,maang3lung4,1,8.33493E-06
江,gong1,1,8.33493E-06
小龍,siu2lung4,1,8.33493E-06
腰馬合一,jiu1maa5hap6jat1,1,8.33493E-06
起腳,hei2goek3,2,1.66699E-05
排練,paai4lin6,1,8.33493E-06
台下,toi4haa6,2,1.66699E-05
觀眾,gun1zung3,7,5.83445E-05
興奮,hing1fan5,1,8.33493E-06
冇得頂,mou5dak1ding2,3,2.50048E-05
甩皮甩骨,lat1pei4lat1gwat1,4,3.33397E-05
盡,zeon6,3,2.50048E-05
八兩金,baat3loeng2gam1,4,3.33397E-05
達明,daat6ming4,8,6.66794E-05
建仁,gin6jan4,1,8.33493E-06
谷,guk1,4,3.33397E-05
德超,dak1ciu1,2,1.66699E-05
田,tin4,1,8.33493E-06
啟民,kai2man4,1,8.33493E-06
力恃,lik6ci4,2,1.66699E-05
監製,gaam1zai3,1,8.33493E-06
三百五十萬,saam1baak3ng5sap6maan6,3,2.50048E-05
美金,mei5gam1,2,1.66699E-05
港紙,gong2zi2,1,8.33493E-06
禽流感,kam4lau4gam2,4,3.33397E-05
雞販,gai1faan2,3,2.50048E-05
酒樓,zau2lau4,2,1.66699E-05
結業,git3jip6,1,8.33493E-06
豬肉,zyu1juk6,1,8.33493E-06
佬,lou2,2,1.66699E-05
叉燒,caa1siu1,1,8.33493E-06
經紀,ging1gei2,1,8.33493E-06
睇樓,tai2lou2,1,8.33493E-06
目露兇光,muk6lou6hung1gwong1,1,8.33493E-06
甜筒輝,tim4tung2fai1,1,8.33493E-06
阿輝,aa3fai1,1,8.33493E-06
金鏈,gam1lin2,1,8.33493E-06
一生,jat1sang1,1,8.33493E-06
積蓄,zik1cuk1,1,8.33493E-06
裏便,leoi5bin6,2,1.66699E-05
重疊,cung4dip6,1,8.33493E-06
新移民,san1ji4man4,2,1.66699E-05
港,gong2,1,8.33493E-06
充滿,cung1mun5,1,8.33493E-06
憧憬,cung1ging2,1,8.33493E-06
槍,coeng1,1,8.33493E-06
打劫,daa2gip3,1,8.33493E-06
時代,si4doi6,5,4.16747E-05
心郁郁,sam1juk1juk1,1,8.33493E-06
提名,tai4ming4,1,8.33493E-06
帶出,daai3ceot1,1,8.33493E-06
氣息,hei3sik1,1,8.33493E-06
男性,naam4sing3,3,2.50048E-05
主導,zyu2dou6,2,1.66699E-05
女性,neoi5sing3,9,7.50144E-05
所,so2,1,8.33493E-06
男士,naam4si6,1,8.33493E-06
多多少少,do1do1siu2siu2,1,8.33493E-06
女,neoi5,1,8.33493E-06
另,ling6,1,8.33493E-06
構成,kau3sing4,1,8.33493E-06
陷於,ham6jyu1,3,2.50048E-05
困境,kwan3ging2,3,2.50048E-05
突破,dak6po3,2,1.66699E-05
救贖,gau3suk6,1,8.33493E-06
突破,dak6po3,1,8.33493E-06
師奶,si1naai1,3,2.50048E-05
輩,bui3,1,8.33493E-06
吋,cyun3,1,8.33493E-06
腳瓜瓤,goek3gwaa1long1,1,8.33493E-06
豹皮,paau3pei2,1,8.33493E-06
褲,fu3,1,8.33493E-06
渡過,dou6gwo3,3,2.50048E-05
從而,cung4ji4,5,4.16747E-05
獲得,wok6dak1,1,8.33493E-06
掌聲,zoeng2sing1,1,8.33493E-06
因果,jan1gwo2,1,8.33493E-06
分割,fan1got3,1,8.33493E-06
面,min2,1,8.33493E-06
兩性,loeng5sing3,1,8.33493E-06
地位,dei6wai6,1,8.33493E-06
逆轉,jik6zyun2,1,8.33493E-06
以及,ji5kap6,1,8.33493E-06
到底,dou3dai2,9,7.50144E-05
話事,waa6si6,1,8.33493E-06
掌管,zoeng2gun2,1,8.33493E-06
荒謬,fong1mau6,4,3.33397E-05
處境,cyu5ging2,2,1.66699E-05
練,lin6,2,1.66699E-05
英雄,jing1hung4,1,8.33493E-06
衣錦還鄉,ji1gam2waan4hoeng1,1,8.33493E-06
柴臺,caai4toi4,1,8.33493E-06
顧,gu3,1,8.33493E-06
強項,koeng4hong6,2,1.66699E-05
自圓其說,zi6jyun4kei4syut3,1,8.33493E-06
皮帽,pei4mou2,1,8.33493E-06
攝,sip3,1,8.33493E-06
鎮,zan3,1,8.33493E-06
街,gaai1,1,8.33493E-06
街坊,gaai1fong1,2,1.66699E-05
捧場,pung2coeng4,1,8.33493E-06
係嘢,hai6je5,2,1.66699E-05
克服,haak1fuk6,2,1.66699E-05
推介,teoi1gaai3,1,8.33493E-06
無厘頭,mou4lei4tau4,1,8.33493E-06
供會,gung1wui2,1,8.33493E-06
資源,zi1jyun4,2,1.66699E-05
尤其,jau4kei4,2,1.66699E-05
創作,cong3zok3,6,5.00096E-05
效法,haau6faat3,1,8.33493E-06
計仔,gai2zai2,2,1.66699E-05
代入,doi6jap6,1,8.33493E-06
演繹,jin2jik6,1,8.33493E-06
實淨,sat6zeng6,1,8.33493E-06
擠眉弄眼,zai1mei4lung6ngaan5,1,8.33493E-06
誇,kwaa1,2,1.66699E-05
笑料,siu3liu2,2,1.66699E-05
皮帶,pei4daai2,1,8.33493E-06
fek6,fek6,1,8.33493E-06
儘管,zeon6gun2,1,8.33493E-06
淡,daam6,2,1.66699E-05
滲,sam3,1,8.33493E-06
淡淡,daam6daam6,1,8.33493E-06
無奈,mou4noi6,2,1.66699E-05
低迷,dai1mai4,1,8.33493E-06
主管,zyu2gun2,1,8.33493E-06
決心,kyut3sam1,1,8.33493E-06
自己人,zi6gei2jan4,2,1.66699E-05
攞命,lo2meng6,1,8.33493E-06
頭,tau4,2,1.66699E-05
家,gaa1,1,8.33493E-06
尊嚴,zyun1jim4,3,2.50048E-05
販賣,faan5maai6,1,8.33493E-06
悲,bei1,2,1.66699E-05
包袱,baau1fuk6,2,1.66699E-05
重生,cung4sang1,1,8.33493E-06
放低,fong3dai1,3,2.50048E-05
煮飯,zyu2faan6,1,8.33493E-06
困,kwan3,1,8.33493E-06
困局,kwan3guk6,1,8.33493E-06
出路,ceot1lou6,2,1.66699E-05
相撲,soeng1pok3,1,8.33493E-06
少年,siu3nin4,1,8.33493E-06
談談情,taam4taam4cing4,1,8.33493E-06
跳跳舞,tiu3tiu3mou5,1,8.33493E-06
淡,taam5,4,3.33397E-05
人性,jan4sing3,1,8.33493E-06
對,deoi3,1,8.33493E-06
振奮,zan3fan5,2,1.66699E-05
鐵達尼,tit3daat6nei4,1,8.33493E-06
收得,sau1dak1,1,8.33493E-06
票房,piu3fong4,1,8.33493E-06
提名,tai4ming4,1,8.33493E-06
創作人,cong3zok3jan4,1,8.33493E-06
共勉之,gung6min5zi1,1,8.33493E-06
舉,geoi2,2,1.66699E-05
雀籠,zoek3lung4,1,8.33493E-06
以來,ji5lai4,3,2.50048E-05
相當之,soeng1dong1zi1,5,4.16747E-05
繁複,faan4fuk1,1,8.33493E-06
檢疫,gim2jik6,1,8.33493E-06
證書,zing3syu1,4,3.33397E-05
原產地,jyun4caan2dei6,1,8.33493E-06
相對於,soeng1deoi3jyu1,1,8.33493E-06
過往,gwo3wong5,3,2.50048E-05
了哥,liu1go1,4,3.33397E-05
忽略,fat1loek6,2,1.66699E-05
以往,ji5wong5,2,1.66699E-05
門市,mun4si5,1,8.33493E-06
鴨,ngaap3,1,8.33493E-06
鵝,ngo4,1,8.33493E-06
鸚鵡,jing1mou5,2,1.66699E-05
相思,soeng1si1,1,8.33493E-06
羽絨衫,jyu5jung2saam1,2,1.66699E-05
管制,gun2zai3,1,8.33493E-06
阿翁生,aa3jung1saang1,2,1.66699E-05
世傑,sai3git6,2,1.66699E-05
精品,zing1ban2,1,8.33493E-06
七十,cat1sap6,1,8.33493E-06
商戶,soeng1wu6,2,1.66699E-05
舖,pou3,7,5.83445E-05
只係,zi2hai6,1,8.33493E-06
小環,siu2waan4,2,1.66699E-05
攞去,lo2heoi3,1,8.33493E-06
道具,dou6geoi6,1,8.33493E-06
歡樂今宵,fun1lok6gam1siu1,1,8.33493E-06
將會,zoeng1wui5,2,1.66699E-05
呼籲,fu1jyu6,1,8.33493E-06
簡化,gaan2faa3,1,8.33493E-06
手續,sau2zuk6,2,1.66699E-05
文錦渡,man4gam2dou6,1,8.33493E-06
重,cung4,1,8.33493E-06
檢驗,gim2jim6,1,8.33493E-06
放鬆,fong3sung1,1,8.33493E-06
檢,gim2,2,1.66699E-05
入屋,jap6uk1,1,8.33493E-06
雕,diu1,1,8.33493E-06
牌匾,paai4bin2,1,8.33493E-06
集古村,zaap6gu2cyun1,1,8.33493E-06
鐵閘,tit3zaap6,1,8.33493E-06
鎖,so2,4,3.33397E-05
雕牆,diu1coeng4,1,8.33493E-06
企理,kei5lei5,4,3.33397E-05
設施,cit3si1,1,8.33493E-06
雞隻,gai1zek3,1,8.33493E-06
起源,hei2jyun4,1,8.33493E-06
衛生,wai6sang1,2,1.66699E-05
糞,fan3,1,8.33493E-06
雀糞,zoek3fan3,1,8.33493E-06
雞糞,gai1fan3,1,8.33493E-06
傳播,cyun4bo3,1,8.33493E-06
渠道,keoi4dou6,1,8.33493E-06
清洗,cing1sai2,1,8.33493E-06
年資,nin4zi1,3,2.50048E-05
線,sin3,1,8.33493E-06
生機,sang1gei1,1,8.33493E-06
咪,mai6,1,8.33493E-06
死火,sei2fo2,1,8.33493E-06
蜢,maang2,2,1.66699E-05
係,hai6,1,8.33493E-06
用品,jung6ban2,1,8.33493E-06
實惠,sat6wai6,1,8.33493E-06
爭取,zang1ceoi2,1,8.33493E-06
六成,luk6sing4,2,1.66699E-05
租,zou1,9,7.50144E-05
商鋪,soeng1pou3,2,1.66699E-05
強心針,koeng4sam1zam1,1,8.33493E-06
堅持,gin1ci4,1,8.33493E-06
攻防戰,gung1fong4zin3,1,8.33493E-06
你有過牆梯,nei5jau5gwo3coeng4tai1,2,1.66699E-05
你有張良計,nei5jau5zoeng1loeng4gai3,1,8.33493E-06
我有過牆梯,ngo5jau5gwo3coeng4tai1,1,8.33493E-06
張良計,zoeng1loeng4gai3,1,8.33493E-06
禽流雞,kam4lau4gai1,1,8.33493E-06
招數,ziu1sou3,1,8.33493E-06
商舖,soeng1pou3,1,8.33493E-06
淒涼,cai1loeng4,2,1.66699E-05
囈,ai1,1,8.33493E-06
業主,jip6zyu2,9,7.50144E-05
拍低,paak3dai1,1,8.33493E-06
錄影帶,luk6jing2daai2,1,8.33493E-06
行入,haang4jap6,1,8.33493E-06
定格,ding6gaak3,1,8.33493E-06
日,jat6,1,8.33493E-06
擰頭,ling6tau2,4,3.33397E-05
一尾,jat1mei2,1,8.33493E-06
反覆,faan2fuk1,2,1.66699E-05
招,ziu1,4,3.33397E-05
借助,ze3zo6,1,8.33493E-06
輿論,jyu4leon6,1,8.33493E-06
遊街,jau4gaai1,1,8.33493E-06
大班,daai6baan1,3,2.50048E-05
對上,deoi3soeng6,1,8.33493E-06
大型,daai6jing4,1,8.33493E-06
提出,tai4ceot1,3,2.50048E-05
大業主,daai6jip6zyu2,1,8.33493E-06
主打,zyu2daa2,2,1.66699E-05
洋服,joeng4fuk6,1,8.33493E-06
西,sai1,1,8.33493E-06
尺,cek2,1,8.33493E-06
過年,gwo3nin4,1,8.33493E-06
進,zeon3,1,8.33493E-06
交租,gaau1zou1,1,8.33493E-06
喂,wai3,1,8.33493E-06
清場,cing1coeng4,1,8.33493E-06
拚pe5,pun2pe5,3,2.50048E-05
預計,jyu6gai3,1,8.33493E-06
封舖,fung1pou3,1,8.33493E-06
棄舖潛逃,hei3pou3cim4tou4,1,8.33493E-06
彌敦道,lei4deon1dou6,3,2.50048E-05
尖沙咀區,zim1saa1zeoi2keoi1,1,8.33493E-06
電器,din6hei3,5,4.16747E-05
走人,zau2jan4,1,8.33493E-06
單,daan1,3,2.50048E-05
剩,zing6,1,8.33493E-06
路,lou2,2,1.66699E-05
保養,bou2joeng5,1,8.33493E-06
登,dang1,1,8.33493E-06
二千四,ji6cin1sei3,1,8.33493E-06
種,zung2,3,2.50048E-05
離奇,lei4kei4,1,8.33493E-06
伙記,fo2gei3,2,1.66699E-05
無限,mou4haan6,1,8.33493E-06
唏噓,hei1heoi1,3,2.50048E-05
拿,laa2,1,8.33493E-06
之後,zi1hau6,1,8.33493E-06
剩低,zing1dai1,1,8.33493E-06
封鋪,fung1pou3,1,8.33493E-06
下欄,haa6laan4,1,8.33493E-06
遣散費,hin2saan3fai3,1,8.33493E-06
示威,si6wai1,1,8.33493E-06
據,geoi3,1,8.33493E-06
大同小異,daai6tung4siu2ji6,1,8.33493E-06
標點符號,biu1dim2fu4hou2,1,8.33493E-06
連鎖,lin4so2,1,8.33493E-06
租戶,zou1wu6,3,2.50048E-05
對付,deoi3fu6,1,8.33493E-06
鐵腕,tit3wun2,1,8.33493E-06
截,zit6,2,1.66699E-05
實質,sat6zat1,1,8.33493E-06
殺雞取卵,saat3gai1ceoi2leon2,1,8.33493E-06
吉,gat1,1,8.33493E-06
泊車,paak3ce1,1,8.33493E-06
車位,ce1wai2,3,2.50048E-05
地盤,dei6pun4,5,4.16747E-05
劃,waak6,2,1.66699E-05
𨋢,lip1,1,8.33493E-06
剷,caan2,1,8.33493E-06
爛,laan6,1,8.33493E-06
匙,si4,1,8.33493E-06
蹉商,co1soeng1,2,1.66699E-05
簽約,cim1joek3,1,8.33493E-06
限期,haan6kei4,1,8.33493E-06
浸,zam3,3,2.50048E-05
淡風,daam6fung1,1,8.33493E-06
撐,caang3,2,1.66699E-05
四成,sei3sing4,2,1.66699E-05
租金,zou1gam1,3,2.50048E-05
股份,gu2fan2,2,1.66699E-05
生意額,saang1ji3ngaak2,4,3.33397E-05
情,cing4,1,8.33493E-06
同樣,tung4joeng2,2,1.66699E-05
當中,dong1zung1,1,8.33493E-06
共存,gung6cyun4,2,1.66699E-05
吉舖,gat1pou3,2,1.66699E-05
零售業,ling4sau6jip6,2,1.66699E-05
做落,zou6lok6,1,8.33493E-06
客戶,haak3wu6,1,8.33493E-06
返頭,faan1tau4,2,1.66699E-05
貿貿然,mau6mau6jin4,3,2.50048E-05
鋪,pou3,1,8.33493E-06
信譽,seon3jyu6,2,1.66699E-05
商譽,soeng1jyu6,1,8.33493E-06
首當其衝,sau2dong1kei4cung1,1,8.33493E-06
大單,daai6daan1,5,4.16747E-05
食肆,sik6si5,2,1.66699E-05
即時,zik1si4,1,8.33493E-06
牌,paai4,2,1.66699E-05
爛,laan6,1,8.33493E-06
餐,caan1,2,1.66699E-05
爐頭,lou4tau4,1,8.33493E-06
廚房,cyu4fong2,1,8.33493E-06
裝修,zong1sau1,1,8.33493E-06
翻本,faan1bun2,1,8.33493E-06
共渡,gung6dou6,1,8.33493E-06
難關,naan4gwaan1,2,1.66699E-05
促銷,cuk1siu1,1,8.33493E-06
兆基,siu6gei1,1,8.33493E-06
有買趁手,jau5maai5can3sau2,1,8.33493E-06
過來,gwo3lai4,3,2.50048E-05
無字頭八九十,mou4zi6tau4baat3gau2sap6,4,3.33397E-05
卒之,zeot1zi1,2,1.66699E-05
集,zaap6,3,2.50048E-05
監製,gaam1zai3,3,2.50048E-05
倪,ngai4,4,3.33397E-05
震,zan3,4,3.33397E-05
超人,ciu1jan4,3,2.50048E-05
支持,zi1ci4,2,1.66699E-05
懷念,waai4nim6,2,1.66699E-05
馬,maa5,1,8.33493E-06
小靈,siu2ling4,1,8.33493E-06
茜嘉,sai1gaa1,2,1.66699E-05
新血,san1hyut3,1,8.33493E-06
茜瓜,sai1gwaa1,1,8.33493E-06
可惜,ho2sik1,2,1.66699E-05
結束,git3cuk1,3,2.50048E-05
肚痛,tou5tung3,2,1.66699E-05
撇,pit3,1,8.33493E-06
燦森,caan3sam1,2,1.66699E-05
肝炎,gon1jim4,3,2.50048E-05
過,gwo3,1,8.33493E-06
阿嘉樂仔,aa3gaa1lok6zai2,1,8.33493E-06
嘉樂仔,gaa1lok6zai2,3,2.50048E-05
黃,wong4,3,2.50048E-05
武功,mou5gung1,1,8.33493E-06
lyut6,lyut6,4,3.33397E-05
褪後,tan3hau6,1,8.33493E-06
洗手間,sai2sau2gaan1,2,1.66699E-05
於是乎,jyu1si6fu4,1,8.33493E-06
嗱嗱臨,naa4naa4lam4,1,8.33493E-06
病向淺中醫,beng6hoeng3cin2zung1ji1,1,8.33493E-06
文子,man4zi2,2,1.66699E-05
阿成,aa3sing4,2,1.66699E-05
亦,jik6,2,1.66699E-05
廣大,gwong2daai6,2,1.66699E-05
聽眾,ting3zung3,4,3.33397E-05
旁邊,pong4bin1,1,8.33493E-06
無字頭七八九,mou4zi6tau4cat1baat3gau2,2,1.66699E-05
唔關事,m4gwaan1si6,1,8.33493E-06
做完,zou6jyun4,1,8.33493E-06
八九十,baat3gau2sap6,1,8.33493E-06
鬆,sung1,2,1.66699E-05
七八九,cat1baat3gau2,2,1.66699E-05
人間,jan4gaan1,1,8.33493E-06
慘劇,caam2kek6,1,8.33493E-06
行出,haang4ceot1,1,8.33493E-06
荊軻刺秦王,ging1o1ci3ceon4wong4,1,8.33493E-06
魚肚白,jyu4tou5baak6,1,8.33493E-06
風嘯嘯兮,fung1siu1siu1hai4,1,8.33493E-06
淒清,cai1cing1,1,8.33493E-06
上路,soeng5lou6,1,8.33493E-06
九龍城,gau2lung4sing4,2,1.66699E-05
習慣,zaap6gwaan3,1,8.33493E-06
把炮,baa2paau3,1,8.33493E-06
輝虹,fai1hung4,3,2.50048E-05
六點鐘,luk6dim2zung1,3,2.50048E-05
無得頂,mou5dak1ding2,1,8.33493E-06
校車,haau6ce1,2,1.66699E-05
喇沙,laa3saa1,1,8.33493E-06
經常性,ging1soeng4sing3,1,8.33493E-06
爭路,zaang1lou6,1,8.33493E-06
紅綠燈,hung4luk6dang1,1,8.33493E-06
喜悅,hei2jyut6,2,1.66699E-05
網,mong5,1,8.33493E-06
手襪,sau2mat6,1,8.33493E-06
饑不擇食,gei1bat1zaak6sik6,1,8.33493E-06
亦仔,jik6zai2,1,8.33493E-06
並且,bing6ce2,1,8.33493E-06
預告,jyu6gou3,1,8.33493E-06
歡迎,fun1jing4,2,1.66699E-05
隊員,deoi2jyun4,1,8.33493E-06
子華,zi2waa4,2,1.66699E-05
分擔,fan1daam1,3,2.50048E-05
係噉意,hai6gam2ji2,1,8.33493E-06
數據,sou3geoi3,5,4.16747E-05
火星,fo2sing1,9,7.50144E-05
幾百萬,gei2baak3maan6,1,8.33493E-06
河,ho4,1,8.33493E-06
太空總署,taai3hung1zung2cyu5,1,8.33493E-06
太空,taai3hung1,2,1.66699E-05
韓瑞斯,hon4seoi6si1,1,8.33493E-06
環繞,waan4jiu2,1,8.33493E-06
軌道,gwai2dou6,1,8.33493E-06
探索者號,taam3sok3ze2hou6,1,8.33493E-06
顯示,hin2si6,1,8.33493E-06
靠近,kaau3gan6,1,8.33493E-06
赤道,cek3dou6,1,8.33493E-06
附近,fu6gan6,1,8.33493E-06
南迪雅利斯峽谷,laam4dik6ngaa5lei6si1haap3guk1,1,8.33493E-06
底部,dai2bou6,1,8.33493E-06
河床,ho4cong4,1,8.33493E-06
火星人,fo2sing1jan4,1,8.33493E-06
深刻,sam1haak1,2,1.66699E-05
證實,zing3sat6,3,2.50048E-05
漫遊,maan6jau4,1,8.33493E-06
之際,zi1zai3,1,8.33493E-06
盛行,sing6hang4,1,8.33493E-06
好賣,ho2maai6,1,8.33493E-06
以至,ji5zi3,3,2.50048E-05
奧秘,ou3bei3,1,8.33493E-06
原素,jyun4sou3,1,8.33493E-06
地底,dei6dai2,1,8.33493E-06
點算,dim2syun3,2,1.66699E-05
發達,faat3daat6,2,1.66699E-05
信得過,seon3dak1gwo3,1,8.33493E-06
幾年前,gei2nin4cin4,1,8.33493E-06
定,ding6,1,8.33493E-06
地,dei6,1,8.33493E-06
剁,do2,1,8.33493E-06
冇癮,mou5jan5,1,8.33493E-06
發,faat3,1,8.33493E-06
副,fu3,1,8.33493E-06
打麻雀,daa2maa4zoek2,2,1.66699E-05
囉,lo1,2,1.66699E-05
碰,pung3,1,8.33493E-06
番,faan1,4,3.33397E-05
lik1gu1lik1gu1,lik1gu1lik1gu1,2,1.66699E-05
