word,phono,occured,ratio
咸饼干,haam4beng2gon1,2,2.40748E-06
吃埋,hek3maai4,2,2.40748E-06
车间,che1gaan1,5,6.01869E-06
有关系,yau5gwaan1hai6,1,1.20374E-06
等先,dang2sin1,1,1.20374E-06
补偿,bou2seung4,5,6.01869E-06
手指尾,sau2ji2mei5,2,2.40748E-06
等级,dang2kap1,1,1.20374E-06
手指甲,sau2ji2gaap3,1,1.20374E-06
至好,ji3hou3,1,1.20374E-06
九嫂,gau2sou2,1,1.20374E-06
受贿,sau6fui2,2,2.40748E-06
收买,sau1maai5,3,3.61122E-06
毛泽东,mou4jaak6dung1,3,3.61122E-06
听早,teng1jou2,3,3.61122E-06
磁叶,chi4yip6,1,1.20374E-06
休假,yau1ga3,2,2.40748E-06
公布,gung1bou3,3,3.61122E-06
东莞台,dung1gun2toi4,1,1.20374E-06
年代,lin4doi6,3,3.61122E-06
胡锦涛,wu4gam2tou4,1,1.20374E-06
陈佳美,chan4gaai1mei5,1,1.20374E-06
娟,gyun1,8,9.62991E-06
陈情间,chan4ching4gaan1,1,1.20374E-06
阿诗,a3si1,3,3.61122E-06
徐子珊,cheui4ji2saan1,4,4.81496E-06
吴卓羲,m4cheuk3hei1,1,1.20374E-06
破案,po3on3,2,2.40748E-06
萍诗,ping4si1,1,1.20374E-06
晓芸,fu1wan4,1,1.20374E-06
印尼,yan3nei4,1,1.20374E-06
考埋,haau2maai4,1,1.20374E-06
奇,kei4,5,6.01869E-06
讲攞,gong2gan2,1,1.20374E-06
增攞肥,jang1gan2fei4,1,1.20374E-06
饮啖水,yam2daam6seui2,1,1.20374E-06
皱,jau3,3,3.61122E-06
补下,bou2ha5,2,2.40748E-06
限重,haan6chung5,1,1.20374E-06
凌武,ling4mou5,1,1.20374E-06
呖,lik1,1,1.20374E-06
小云,siu2wan4,3,3.61122E-06
开普敦,hoi1pou2deun1,1,1.20374E-06
复过习,fuk1go3jaap6,1,1.20374E-06
考下,haau2ha2,1,1.20374E-06
考不上,haau2bat1seung5,1,1.20374E-06
搞得入,gaau2dak1yap6,1,1.20374E-06
饱得滞,baau2dak1jai6,1,1.20374E-06
烹饪,paang1yam6,1,1.20374E-06
体住,tai2jyu6,1,1.20374E-06
横竖,waang4syu6,1,1.20374E-06
大塘,daai6tong4,1,1.20374E-06
催得,cheui1dak1,1,1.20374E-06
出货,cheut1fo3,3,3.61122E-06
唔死得,m4sei2dak1,1,1.20374E-06
踢唔踢,tek3m4tek3,1,1.20374E-06
星仔,sing1jai2,1,1.20374E-06
李振星,lei5jan3sing1,1,1.20374E-06
七人,chat1yan4,2,2.40748E-06
体力,tai2lik6,1,1.20374E-06
好得,hou3dak1,2,2.40748E-06
上落,seung5lok6,6,7.22243E-06
副业,fu3yip6,1,1.20374E-06
淡旺季,daam6wong6gwai3,1,1.20374E-06
六十五日,luk6a6m5yat6,1,1.20374E-06
讲定,gong2ding6,3,3.61122E-06
一回,yat1wui4,2,2.40748E-06
球衣,kau4yi1,2,2.40748E-06
出开去,cheut1hoi1heui3,1,1.20374E-06
税所,seui3so2,2,2.40748E-06
食唔晒,sik6m4saai3,1,1.20374E-06
阿吴姐,a3m4je2,1,1.20374E-06
偷唔到鸡,tau1m4dou3gai1,1,1.20374E-06
趾,ji2,3,3.61122E-06
一穿,yat1chyun1,1,1.20374E-06
绳,sing4,5,6.01869E-06
尺,chek3,1,1.20374E-06
心大心细,sam1daai6sam1sai3,1,1.20374E-06
买得到,maai5dak1dou3,2,2.40748E-06
做开野,jo6hoi1ye5,1,1.20374E-06
戴得到,daai3dak1dou3,1,1.20374E-06
对比起,deui3bei2hei2,1,1.20374E-06
一五几,yat1m5gei1,1,1.20374E-06
唔似,m4chi5,1,1.20374E-06
戴到,daai3dou3,5,6.01869E-06
一六五,yat1luk6m5,1,1.20374E-06
手掌,sau2jeung2,2,2.40748E-06
镯,juk6,1,1.20374E-06
啱心水,aam1sam1seui2,1,1.20374E-06
灰奇路,fui1kei4lou6,2,2.40748E-06
着唔到,jeuk6m4dou2,3,3.61122E-06
鈪,ngaak3,3,3.61122E-06
缘份,yun4fan6,5,6.01869E-06
冷缩热胀,laang1suk1yit6jeung3,1,1.20374E-06
除得到,cheui4dak1dou2,1,1.20374E-06
蜜糖,mat6tong4,11,1.32411E-05
润一润,yeun6yat1yeun6,1,1.20374E-06
寒凉,hon4leung4,6,7.22243E-06
滋阴,ji1yam1,1,1.20374E-06
滚开,gwan2hoi1,1,1.20374E-06
煲熟,bou1suk6,1,1.20374E-06
润肺,yeun6fai3,3,3.61122E-06
补肺,bou2fai3,1,1.20374E-06
鼻咽,bei6yin1,1,1.20374E-06
蜂农,fung1nung4,1,1.20374E-06
砂糖,sa1tong2,2,2.40748E-06
蜜,mat6,2,2.40748E-06
炖一炖,dan6yat1dan6,1,1.20374E-06
啷口,long1hau2,3,3.61122E-06
宝生园,bou2sang1yun4,2,2.40748E-06
肺部,fai3bou6,1,1.20374E-06
百合,baak3hap6,9,1.08336E-05
绿豆,luk6dau2,2,2.40748E-06
只管,ji2gun2,1,1.20374E-06
太古城,taai3gu2seng2,2,2.40748E-06
清门,ching1mun4,4,4.81496E-06
髀,bei2,2,2.40748E-06
鼻炎,bei6yim4,3,3.61122E-06
尝试,seung4si3,3,3.61122E-06
边种,bin1jung2,1,1.20374E-06
宝生源,bou2sang1yun4,3,3.61122E-06
冬蜜,dung1mat6,1,1.20374E-06
鼻血,bei6hyut3,3,3.61122E-06
腰间盘,yiu1gaan1pun4,1,1.20374E-06
滯,jai6,1,1.20374E-06
嘉德,ga1dak1,1,1.20374E-06
租左屋,jou1jo2uk1,1,1.20374E-06
煮埋饭,jyu2maai4faan6,2,2.40748E-06
老人院,lou5yan4yun6,13,1.56486E-05
临时临急,lam4si4lam4gap1,1,1.20374E-06
等多阵,dang2do1jan6,1,1.20374E-06
加德,ga1dak1,1,1.20374E-06
外语学院,oi6yu5hok6yun2,1,1.20374E-06
过到年,go3dou5lin2,2,2.40748E-06
落唔到,lok6m4dou3,3,3.61122E-06
服伺,fuk6ji6,1,1.20374E-06
早去晚归,jou2heui3maan5gwai1,1,1.20374E-06
反之,faan2ji1,1,1.20374E-06
入院,yap6yun2,11,1.32411E-05
东南亚,dung1laam4a3,2,2.40748E-06
硬知,aang6ji1,1,1.20374E-06
小鱼,siu2yu4,5,6.01869E-06
牛杂,au4jaap6,2,2.40748E-06
大王,daai6wong4,1,1.20374E-06
小倩,siu2sin6,1,1.20374E-06
陆卫红,luk6wai6hung4,1,1.20374E-06
小桂,siu2gwai3,1,1.20374E-06
珠江村,jyu1gong1chyun1,2,2.40748E-06
大沙地,daai6sa1dei6,1,1.20374E-06
楚琪,cho2kei4,5,6.01869E-06
小鬼,siu2gwai2,1,1.20374E-06
潇潇,siu1siu1,1,1.20374E-06
魏红,ai6hung4,1,1.20374E-06
范静,faan6jing6,4,4.81496E-06
叫唔叫,giu3m4giu3,2,2.40748E-06
洪师傅,hung4si1fu2,1,1.20374E-06
综合馆,jung1hap6gun2,1,1.20374E-06
龙爷,lung4ye4,4,4.81496E-06
射波,se6bo1,4,4.81496E-06
动作,dung6jok3,5,6.01869E-06
东勇,dung1yung5,1,1.20374E-06
抛投,paau1tau4,2,2.40748E-06
跑篮,paau2laam4,2,2.40748E-06
低手,dai1sau2,2,2.40748E-06
南瓜,laam4gwa1,7,8.42617E-06
公平,gung1ping4,3,3.61122E-06
康宁,hong1ling4,1,1.20374E-06
司考,si1haau2,1,1.20374E-06
牛什大王,au4jaap6daai6wong4,1,1.20374E-06
廖妈,liu6ma1,1,1.20374E-06
报导,bou3dou6,1,1.20374E-06
打完球,da2yun4kau4,1,1.20374E-06
手球,sau2kau4,1,1.20374E-06
妇女,fu5leui5,1,1.20374E-06
丑化,chau2fa3,1,1.20374E-06
队员,deui6yun4,1,1.20374E-06
极度,gik6dou6,1,1.20374E-06
上过篮,seung5go3laam4,1,1.20374E-06
乱嚟,lyun6lai4,2,2.40748E-06
拋,paau1,1,1.20374E-06
邪,che4,1,1.20374E-06
小清,siu2ching1,1,1.20374E-06
马马虎虎,ma5ma5fu2fu2,1,1.20374E-06
老爷,lou5ye4,4,4.81496E-06
揍,chau3,5,6.01869E-06
抵打,dai2da2,1,1.20374E-06
肥肥白白,fei4fei4baak6baak6,1,1.20374E-06
𡃁妹,leng1mui1,1,1.20374E-06
老妈,lou5ma1,6,7.22243E-06
卡通片,ka1tung1pin2,1,1.20374E-06
走佬,jau2lou2,4,4.81496E-06
请唔到,cheng2m4dou3,5,6.01869E-06
定心,ding6sam1,1,1.20374E-06
兼顾,gim1gu3,2,2.40748E-06
社长,se5jeung2,4,4.81496E-06
断下,tyun5ha2,5,6.01869E-06
太郎,taai3long4,1,1.20374E-06
地接,dei6jip3,1,1.20374E-06
柏林,paak3lam4,4,4.81496E-06
对话,deui3wa6,4,4.81496E-06
鸡髀,gai1bei2,2,2.40748E-06
请客,cheng2haak3,2,2.40748E-06
爆破,baau3po3,1,1.20374E-06
法文,faat3man2,1,1.20374E-06
朗诵,long5jung6,1,1.20374E-06
古诗,gu2si1,1,1.20374E-06
出师表,cheut1si1biu1,3,3.61122E-06
白话版,baak6wa2baan2,3,3.61122E-06
人之初,yan4ji1cho1,1,1.20374E-06
呦,yau1,2,2.40748E-06
出力,cheut1lik6,2,2.40748E-06
婷婷,ting4ting4,3,3.61122E-06
租房,jou1fong2,1,1.20374E-06
监视,gaam1si6,1,1.20374E-06
出轨,cheut1gwai2,1,1.20374E-06
西安,sai1on1,4,4.81496E-06
宽带网,fun1daai3mong5,1,1.20374E-06
新浪微博,san1long6mei4bok3,1,1.20374E-06
帖,tip3,3,3.61122E-06
回复,wui4fuk1,2,2.40748E-06
梁伟怡,leung4wai5yi4,2,2.40748E-06
枉,wong2,1,1.20374E-06
隐,yan2,1,1.20374E-06
李慧娜,lei5wai6na4,1,1.20374E-06
跟风宝贝,gan1fung1bou2bui3,1,1.20374E-06
豆润,dau6yeun6,2,2.40748E-06
单独,daan1duk6,2,2.40748E-06
矜贵,ging1gwai3,1,1.20374E-06
卖楼,maai6lau2,2,2.40748E-06
旧房,gau6fong2,1,1.20374E-06
献血,hin3hyut3,3,3.61122E-06
验血,yim6hyut3,4,4.81496E-06
㓤,gat1,4,4.81496E-06
胃病,wai6beng6,1,1.20374E-06
啲啲,di1di1,1,1.20374E-06
唯独,wai2duk6,1,1.20374E-06
外挂,oi6gwa3,1,1.20374E-06
星座,sing1jo6,1,1.20374E-06
对其,deui3kei4,1,1.20374E-06
下身,ha6san1,1,1.20374E-06
打后,da1hau6,1,1.20374E-06
帮下,bong1ha5,4,4.81496E-06
书房,syu1fong4,2,2.40748E-06
坐月,cho5yut6,2,2.40748E-06
途经,tou4ging1,1,1.20374E-06
血型,hyut3ying4,6,7.22243E-06
血袋,hyut3doi2,1,1.20374E-06
实要,sat6yiu1,2,2.40748E-06
扁桃腺炎,bin2tou4sin3yim4,1,1.20374E-06
比下,bei2ha5,1,1.20374E-06
小娴,siu2haan4,1,1.20374E-06
小萍,siu2ping4,1,1.20374E-06
坏坏,waai6waai6,2,2.40748E-06
仙女,sin1leui5,2,2.40748E-06
厘,lei4,8,9.62991E-06
得利,dak1lei6,1,1.20374E-06
天虹,tin1hung4,2,2.40748E-06
爬山节,pa4saan1jit3,1,1.20374E-06
水濂山,seui2lim4saan1,2,2.40748E-06
中年,jung1lin4,3,3.61122E-06
揦下,la2ha5,1,1.20374E-06
企业债,kei5yip6jaai3,6,7.22243E-06
中石化,jung1sek6fa3,3,3.61122E-06
市场版,si5cheung4baan2,1,1.20374E-06
发行,faat3hang4,1,1.20374E-06
信用,seun3yung6,1,1.20374E-06
评级,ping4kap1,1,1.20374E-06
焮烚烚,yan1hap6hap6,1,1.20374E-06
金泽,gam1jaak6,1,1.20374E-06
外汇,oi6wui6,1,1.20374E-06
短期,dyun2kei4,5,6.01869E-06
金价,gam1ga3,5,6.01869E-06
欧美,au1mei5,1,1.20374E-06
债务,jaai3mou6,2,2.40748E-06
风波,fung1bo1,1,1.20374E-06
美元,mei5yun4,2,2.40748E-06
下跌,ha6dit3,2,2.40748E-06
世博,sai3bok3,10,1.20374E-05
虹,hung4,3,3.61122E-06
转股,jyun2gu2,1,1.20374E-06
债券,jaai3gyun3,1,1.20374E-06
财大气粗,choi4daai6hei3chou1,4,4.81496E-06
发展行,faat3jin2hong2,8,9.62991E-06
揿卡,gam6ka1,1,1.20374E-06
发展会,faat3jin2wui2,1,1.20374E-06
末期,mut6kei4,1,1.20374E-06
关照埋,gwaan1jiu3maai4,2,2.40748E-06
肥仔米,fei4jai2mai1,1,1.20374E-06
抬下,toi4ha6,1,1.20374E-06
手指罅,sau2ji2la3,2,2.40748E-06
厨房仔,chyu4fong2jai2,1,1.20374E-06
飞来湖,fei1loi4wu4,2,2.40748E-06
小丽,siu2lai6,1,1.20374E-06
行唔行,haang4m4haang4,3,3.61122E-06
仓促,chong1chuk1,1,1.20374E-06
初步,cho1bou6,1,1.20374E-06
董事长,dung2si6jeung2,2,2.40748E-06
旅游部,leui5yau4bou6,2,2.40748E-06
吹鸡,cheui1gai1,1,1.20374E-06
论尽,leun6jeun6,1,1.20374E-06
没有,mut6yau5,3,3.61122E-06
预下,yu6ha5,2,2.40748E-06
饥寒交迫,gei1hon4gaau1baak1,1,1.20374E-06
担担抬抬,daam1daam1toi4toi4,2,2.40748E-06
上不到天,seung5bat1dou3tin1,1,1.20374E-06
下不到地,ha6bat1dou3dei6,1,1.20374E-06
谂来谂去,lam2loi4lam2heui3,1,1.20374E-06
爆肛,baau3gong1,1,1.20374E-06
望穿秋水,mong6chyun1chau1seui2,1,1.20374E-06
接下,jip3ha2,2,2.40748E-06
驳接,bok3jip3,1,1.20374E-06
挖埋,waat3maai4,2,2.40748E-06
谷种底,guk1jung2dai2,1,1.20374E-06
改变下,goi2bin3ha2,2,2.40748E-06
茅寮,maau4liu4,1,1.20374E-06
行唔得开,haang4m4dak1hoi1,1,1.20374E-06
发挥下,faat3fai1ha2,1,1.20374E-06
跟班,gan1baan1,1,1.20374E-06
物饰下,mat6sik1ha2,1,1.20374E-06
谂计,lam2gai2,1,1.20374E-06
养家活儿,yeung5ga1wut6yi4,2,2.40748E-06
部长,bou6jeung2,3,3.61122E-06
职务,jik1mou6,1,1.20374E-06
独,duk6,1,1.20374E-06
行得开,haang4dak1hoi1,1,1.20374E-06
鼻色肉,bei6sik1yuk6,1,1.20374E-06
鼻哥,bei6go1,2,2.40748E-06
老板仔,lou5baan2jai2,1,1.20374E-06
规矩性,kwai1geui2sing3,1,1.20374E-06
发针,faat3jam1,3,3.61122E-06
芬姐,fan1je2,3,3.61122E-06
发夹,faat3gaap3,1,1.20374E-06
蓝蓝地,laam4laam4dei2,3,3.61122E-06
阿芬姐,a3fan1je2,3,3.61122E-06
奶油,laai5yau4,1,1.20374E-06
牛油,au4yau2,1,1.20374E-06
心茹,sam1yu4,1,1.20374E-06
黄经理,wong4ging1lei5,1,1.20374E-06
介意,gaai3yi3,4,4.81496E-06
周经理,jau1ging1lei5,2,2.40748E-06
橡筋,jeung6gan1,1,1.20374E-06
粗啲,chou1di1,2,2.40748E-06
精品店,jing1ban2dim3,1,1.20374E-06
紫色,ji1sik1,3,3.61122E-06
咕噜,gu1lou1,2,2.40748E-06
蜜糖水,mat6tong4seui2,4,4.81496E-06
肠,cheung4,4,4.81496E-06
舀,yiu5,2,2.40748E-06
一大早,yat1daai6jou2,1,1.20374E-06
维京,wai4ging1,1,1.20374E-06
甲亢,gaap3kong3,22,2.64823E-05
琅佳,long4gaai1,2,2.40748E-06
碘,din1,4,4.81496E-06
海带,hoi2daai3,4,4.81496E-06
勇明,yung5ming4,1,1.20374E-06
海食,hoi2sik6,1,1.20374E-06
王佳,wong4gaai1,1,1.20374E-06
验过血,yim6go3hyut3,1,1.20374E-06
饿得快,o6dak1faai3,1,1.20374E-06
眼突,aan5dat6,3,3.61122E-06
胎盘,toi1pun4,3,3.61122E-06
抵力,dai2lik6,2,2.40748E-06
跌一跤,dit3yat1gaau1,1,1.20374E-06
吞野,tan1ye5,2,2.40748E-06
太极,taai3gik6,8,9.62991E-06
舞一舞,mou5yat1mou5,1,1.20374E-06
燕姐,yin3je2,12,1.44449E-05
打太极,da2taai3gik6,1,1.20374E-06
受得了,sau6dak1liu5,1,1.20374E-06
学野,hok6ye5,6,7.22243E-06
女步,leui5bou6,2,2.40748E-06
男步,laam4bou6,2,2.40748E-06
擁,yung2,2,2.40748E-06
一步,yat1bou6,2,2.40748E-06
跟得到,gan1dak1dou2,2,2.40748E-06
一步步,yat1bou6bou6,1,1.20374E-06
请讲,cheng2gong2,2,2.40748E-06
忘,mong5,1,1.20374E-06
这,je3,2,2.40748E-06
更改,gang1goi2,1,1.20374E-06
星包,sing1baau1,1,1.20374E-06
发狂,faat3kong4,1,1.20374E-06
隔个,gaak3go3,1,1.20374E-06
挨饿,aai2o6,1,1.20374E-06
照得,jiu3dak1,1,1.20374E-06
连接,lin4jip3,2,2.40748E-06
子宫,ji2gung1,2,2.40748E-06
送上,sung3seung5,1,1.20374E-06
化验,fa3yim6,2,2.40748E-06
化到,fa3dou3,1,1.20374E-06
甲块,gaap3faai3,1,1.20374E-06
忞憎,man4jang1,1,1.20374E-06
限定,haan6ding6,1,1.20374E-06
手震,sau2jan3,3,3.61122E-06
亢,gong1,2,2.40748E-06
人体,yan4tai2,3,3.61122E-06
异光,yi6gong1,1,1.20374E-06
注明,jyu3ming4,2,2.40748E-06
一种,yat1jung2,1,1.20374E-06
害,hoi6,1,1.20374E-06
海产品,hoi2chaan2ban2,1,1.20374E-06
吟吟沉沉,yam4yam4cham4cham4,1,1.20374E-06
近视,gan6si6,2,2.40748E-06
吟沉,yam4cham4,1,1.20374E-06
擘擘,baai1baai1,1,1.20374E-06
啑,dip6,3,3.61122E-06
影碟,ying2dip2,1,1.20374E-06
派别,paai3bit6,1,1.20374E-06
没用,mut6yung6,1,1.20374E-06
颈渴,geng2hot3,3,3.61122E-06
喝野,hot3ye5,1,1.20374E-06
后背,hau6bui6,6,7.22243E-06
别来无恙,bit6loi4mou4yeung6,1,1.20374E-06
药费,yeuk6fai3,5,6.01869E-06
清单,ching1daan1,4,4.81496E-06
自费药,ji6fai3yeuk6,2,2.40748E-06
报得到,bou3dak1dou3,1,1.20374E-06
团体,tyun4tai2,5,6.01869E-06
医疗保险,yi1liu4bou2him2,3,3.61122E-06
宽松,fun1sung1,1,1.20374E-06
躁,chou3,2,2.40748E-06
捱夜,aai4ye6,1,1.20374E-06
挨得多,aai2dak1do1,1,1.20374E-06
容唔容易,yung4m4yung4yi6,1,1.20374E-06
调理下,tiu4lei5ha2,5,6.01869E-06
中医,jung1yi1,4,4.81496E-06
皮肤科,pei4fu1fo1,4,4.81496E-06
治本,ji6bun2,2,2.40748E-06
内科,loi6fo1,1,1.20374E-06
内分泌,loi6fan1bei3,2,2.40748E-06
药膏,yeuk6gou1,2,2.40748E-06
搽下,cha4ha2,1,1.20374E-06
西医,sai1yi1,4,4.81496E-06
煎炸,jin1ja3,1,1.20374E-06
食唔食得,sik6m4sik6dak1,2,2.40748E-06
温补,wan1bou2,1,1.20374E-06
偏食,pin1sik6,1,1.20374E-06
团体险,tyun4tai2him2,1,1.20374E-06
失调,sat1tiu4,1,1.20374E-06
消炎药,siu1yim4yeuk6,5,6.01869E-06
痤疮,cho4chong1,1,1.20374E-06
专长,jyun1cheung4,1,1.20374E-06
美满霉素,mei5mun5mui4sou3,1,1.20374E-06
食唔得,sik6m4dak1,1,1.20374E-06
棋,kei4,1,1.20374E-06
洋,yeung4,4,4.81496E-06
修葺,sau1chap1,1,1.20374E-06
嵌,haam1,1,1.20374E-06
阑,laan4,1,1.20374E-06
上九路,seung6gau2lou6,1,1.20374E-06
潤丰,yeun6fung1,1,1.20374E-06
金沙州,gam1sa1jau1,1,1.20374E-06
辉哥,fai1go1,2,2.40748E-06
珠仔,jyu1jai2,3,3.61122E-06
钥匙,yeuk6si4,1,1.20374E-06
阿康,a3hong1,6,7.22243E-06
中超,jung1chiu1,2,2.40748E-06
曼城,maan6sing4,7,8.42617E-06
两强争霸,leung5keung4jang1ba3,1,1.20374E-06
称霸,ching1ba3,1,1.20374E-06
专卖,jyun1maai6,2,2.40748E-06
失约,sat1yeuk3,1,1.20374E-06
股权,gu2kyun4,1,1.20374E-06
戴德,daai3dak1,1,1.20374E-06
粮行,leung4hong2,1,1.20374E-06
名气,ming4hei3,1,1.20374E-06
亲王,chan1wong4,1,1.20374E-06
白行道,baak6hong2dou6,1,1.20374E-06
港九,gong2gau2,2,2.40748E-06
噪,chou3,4,4.81496E-06
康,hong1,3,3.61122E-06
固力,gu3lik6,1,1.20374E-06
东堤,dung1tai4,2,2.40748E-06
何事,ho4si6,1,1.20374E-06
会议,wui6yi5,2,2.40748E-06
超支,chiu1ji1,1,1.20374E-06
绿洲,luk6jau1,1,1.20374E-06
滘口,gaau3hau2,1,1.20374E-06
九十四万,gau2a6sei3maan6,1,1.20374E-06
月报,yut6bou3,1,1.20374E-06
大德,daai6dak1,4,4.81496E-06
出让,cheut1yeung6,1,1.20374E-06
踢到,tek3dou3,1,1.20374E-06
港湾,gong2waan1,1,1.20374E-06
二号线,yi6hou2sin3,1,1.20374E-06
羊腩,yeung4laam5,1,1.20374E-06
回收,wui4sau1,1,1.20374E-06
租金,jou1gam1,1,1.20374E-06
食左饭,sik6jo2faan6,1,1.20374E-06
森波拉,sam1bo1la1,1,1.20374E-06
清新温矿泉,ching1san1wan1kong3chyun4,1,1.20374E-06
银盏,an4jaan2,1,1.20374E-06
纪念,gei2lim6,4,4.81496E-06
市一宫,si5yat1gung1,6,7.22243E-06
假日通,ga3yat6tung1,5,6.01869E-06
僆妹,leng1mui1,2,2.40748E-06
阳朔,yeung4sok3,1,1.20374E-06
象鼻山,jeung6bei6saan1,1,1.20374E-06
茶香居,cha4heung1geui1,2,2.40748E-06
烧鸡,siu1gai1,2,2.40748E-06
荔枝木,lai6ji1muk6,1,1.20374E-06
时事,si4si6,4,4.81496E-06
轻举妄动,heng1geui2mong5dung6,1,1.20374E-06
重仓,chung4chong1,1,1.20374E-06
观望,gun1mong6,1,1.20374E-06
次货,chi3fo3,3,3.61122E-06
危机,ngai4gei1,2,2.40748E-06
增长,jang1jeung2,2,2.40748E-06
通胀,tung1jeung3,1,1.20374E-06
笠乱,lap1lyun6,1,1.20374E-06
预料,yu6liu6,1,1.20374E-06
绿盘,luk6pun4,1,1.20374E-06
波动,bo1dung6,1,1.20374E-06
洗碗,sai2wun2,1,1.20374E-06
改革开放,goi2gaak6hoi1fong3,1,1.20374E-06
中山詹园,jung1saan1jim1yun2,1,1.20374E-06
古色古香,gu2sik1gu2heung1,1,1.20374E-06
亭台楼阁,ting4toi4lau5gok3,1,1.20374E-06
石围塘,sek6wai4tong4,1,1.20374E-06
见使,gin3sai2,1,1.20374E-06
季,gwai3,1,1.20374E-06
校巴车,haau6ba1che1,1,1.20374E-06
超载,chiu1joi3,3,3.61122E-06
全面,chyun4min6,1,1.20374E-06
爬到,pa4dou3,3,3.61122E-06
湖龙山,wu4lung4saan1,1,1.20374E-06
旷山,kong3saan1,1,1.20374E-06
爬完山,pa4yun4saan1,2,2.40748E-06
佐,jo3,2,2.40748E-06
伙食费,fo2sik6fai3,5,6.01869E-06
二姐,yi6je2,4,4.81496E-06
用埋,yung6maai4,4,4.81496E-06
罗罗嗦嗦,lo1lo1so1so1,1,1.20374E-06
芙蓉山,fu4yung4saan1,4,4.81496E-06
矿山公园,kong3saan1gung1yun2,2,2.40748E-06
成时,sing4si4,1,1.20374E-06
虾嫂,ha1sou2,1,1.20374E-06
二家姐,yi6ga1je1,12,1.44449E-05
乱花,lyun6fa1,1,1.20374E-06
波波池,bo1bo1chi4,13,1.56486E-05
顺产,seun6chaan2,4,4.81496E-06
暗暗,am3am3,1,1.20374E-06
煮面,jyu2min6,2,2.40748E-06
含,ham4,2,2.40748E-06
华英,wa4ying1,1,1.20374E-06
高定,gou1ding6,1,1.20374E-06
多重,do1chung5,1,1.20374E-06
包月,baau1yut6,1,1.20374E-06
单次,daan1chi3,2,2.40748E-06
玉珍,yuk6jan1,2,2.40748E-06
大镬野,daai6wok6ye5,2,2.40748E-06
大姑奶,daai6gu1naai1,2,2.40748E-06
头顶,tau4deng2,2,2.40748E-06
五官,m5gun1,1,1.20374E-06
眼耳口鼻,aan5yi5hau2bei6,1,1.20374E-06
搬唔搬到,bun1m4bun1dou3,1,1.20374E-06
市区房,si5keui1fong2,1,1.20374E-06
不良,bat1leung4,3,3.61122E-06
发育,faat3yuk6,2,2.40748E-06
哪里,la5leui5,3,3.61122E-06
细唔细声,sai3m4sai3seng1,1,1.20374E-06
熄,sik1,3,3.61122E-06
人造石,yan4jou3sek6,2,2.40748E-06
阿怀,a3waai4,1,1.20374E-06
陈师傅,chan4si1fu2,3,3.61122E-06
光头佬,gwong1tau4lou2,5,6.01869E-06
橱,cheui4,1,1.20374E-06
厨柜,cheui4gai2,5,6.01869E-06
订埋,deng6maai4,1,1.20374E-06
林师傅,lam4si1fu2,1,1.20374E-06
金沙半岛,gam1sa1bun3dou2,1,1.20374E-06
庚,gang1,2,2.40748E-06
士多店,si6do1dim3,3,3.61122E-06
搬运,bun1wan6,3,3.61122E-06
佛山宾馆,fat6saan1ban1gun2,1,1.20374E-06
糖水,tong4seui2,6,7.22243E-06
印度,yan3dou6,3,3.61122E-06
气味,hei3mei6,1,1.20374E-06
鱼骨汤,yu4gwat1tong1,5,6.01869E-06
当正,dong1jing3,1,1.20374E-06
被铺,pei6pou3,1,1.20374E-06
白燕街,baak6yin3gaai1,1,1.20374E-06
骨汤,gwat1tong1,1,1.20374E-06
凤,fung6,9,1.08336E-05
傻下,so4ha2,6,7.22243E-06
白燕,baak6yin3,1,1.20374E-06
搲面,we2min6,1,1.20374E-06
捉下,juk1ha2,1,1.20374E-06
搲下,we2ha2,1,1.20374E-06
衫袖,saam1jau6,1,1.20374E-06
搲唔到,we2m5dou3,1,1.20374E-06
维生素,wai4sang1sou3,2,2.40748E-06
保婴丹,bou2ying1daan1,2,2.40748E-06
惊醒,ging1seng2,1,1.20374E-06
樽仔,jeun1jai2,1,1.20374E-06
欸欸声,aai2aai2seng1,1,1.20374E-06
奶樽,laai5jeun1,2,2.40748E-06
淡毛毛,daam6mou4mou4,1,1.20374E-06
滗,bei3,1,1.20374E-06
葡萄糖,pou4tou4tong2,1,1.20374E-06
灌,gun3,2,2.40748E-06
奶樽嘴,laai5jeun1jeui2,1,1.20374E-06
啜下,jyut3ha2,2,2.40748E-06
浊亲,juk6chan1,1,1.20374E-06
冲剂,chung1jai1,1,1.20374E-06
一大半,yat1daai6bun3,1,1.20374E-06
胶囊,gaau1nong4,1,1.20374E-06
耷下,daap3ha2,2,2.40748E-06
松松地,sung1sung1dei6,1,1.20374E-06
冻亲,dung3chan1,1,1.20374E-06
冷风,laang1fung1,1,1.20374E-06
绔,kwa1,1,1.20374E-06
钙质,koi3jat1,5,6.01869E-06
吓得,ha6dak1,1,1.20374E-06
惊慌慌,ging1fong1fong1,1,1.20374E-06
乍醒,ja3sing2,1,1.20374E-06
拍线,paak3sin3,1,1.20374E-06
手甲,sau2gaap3,1,1.20374E-06
羹仔,gang1jai2,2,2.40748E-06
饮唔饮,yam2m4yam2,1,1.20374E-06
细细只,sai3sai3jek3,1,1.20374E-06
一阵阵,yat1jan6jan6,1,1.20374E-06
猛风,maan5fung1,2,2.40748E-06
扭一阵,lau2yat1jan6,1,1.20374E-06
玩亲,waan2chan1,1,1.20374E-06
右手边,yau6sau2bin1,3,3.61122E-06
